scenario_id,phase,arm,replicate,n_orders,hold_n,move_n,support_n,reasoning_len,order_set
s12,opening,tarot,4,3,2,0,1,1521,shangcai|support|zheng|han|hold;shangdang|hold|||;zheng|hold|||
s12,opening,tarot,5,3,1,1,1,1661,shangcai|support|zheng|han|hold;shangdang|move|zhongtiao||;zheng|hold|||
s12,opening,tarot,6,3,1,1,1,1301,shangcai|move|wuguan_pass||;shangdang|support|zheng|han|hold;zheng|hold|||
s12,opening,tarot,7,3,2,0,1,1916,shangcai|hold|||;shangdang|support|zheng|han|hold;zheng|hold|||
s12,opening,yarrow,0,3,1,1,1,1400,shangcai|support|zheng|han|hold;shangdang|move|zhongtiao||;zheng|hold|||
s12,opening,yarrow,1,3,2,0,1,1652,shangcai|support|zheng|han|hold;shangdang|hold|||;zheng|hold|||
s12,opening,yarrow,2,3,1,1,1,1587,shangcai|support|zheng|han|hold;shangdang|move|zhongtiao||;zheng|hold|||
s12,opening,yarrow,3,3,2,0,1,1680,shangcai|support|zheng|han|hold;shangdang|hold|||;zheng|hold|||
s12,opening,yarrow,4,3,2,0,1,2231,shangcai|support|zheng|han|hold;shangdang|hold|||;zheng|hold|||
s12,opening,yarrow,5,3,1,1,1,1843,shangcai|move|wuguan_pass||;shangdang|support|zheng|han|hold;zheng|hold|||
s12,opening,yarrow,6,3,1,1,1,1214,shangcai|support|zheng|han|hold;shangdang|move|zhongtiao||;zheng|hold|||
s12,opening,yarrow,7,3,2,0,1,1683,shangcai|hold|||;shangdang|support|zheng|han|hold;zheng|hold|||
s13,opening,control,0,2,1,1,0,1079,shangdang|hold|||;zheng|move|luoyang||
s13,opening,control,1,2,1,1,0,821,shangdang|hold|||;zheng|move|luoyang||
s13,opening,control,2,2,1,1,0,797,shangdang|hold|||;zheng|move|luoyang||
s13,opening,control,3,2,1,1,0,972,shangdang|hold|||;zheng|move|luoyang||
s13,opening,control,4,2,1,1,0,923,shangdang|hold|||;zheng|move|luoyang||
s13,opening,control,5,2,1,1,0,910,shangdang|hold|||;zheng|move|luoyang||
s13,opening,control,6,2,1,1,0,995,shangdang|hold|||;zheng|move|luoyang||
s13,opening,control,7,2,1,1,0,838,shangdang|hold|||;zheng|move|luoyang||
s13,opening,tarot,0,2,1,1,0,1188,shangdang|hold|||;zheng|move|luoyang||
s13,opening,tarot,1,2,1,1,0,1460,shangdang|hold|||;zheng|move|luoyang||
s13,opening,tarot,2,2,1,1,0,1259,shangdang|hold|||;zheng|move|luoyang||
s13,opening,tarot,3,2,1,1,0,1513,shangdang|hold|||;zheng|move|luoyang||
s13,opening,tarot,4,2,1,1,0,855,shangdang|hold|||;zheng|move|luoyang||
s13,opening,tarot,5,2,1,1,0,1569,shangdang|hold|||;zheng|move|luoyang||
s13,opening,tarot,6,2,1,1,0,815,shangdang|hold|||;zheng|move|luoyang||
s13,opening,tarot,7,2,1,1,0,1268,shangdang|hold|||;zheng|move|luoyang||
s13,opening,yarrow,0,2,1,1,0,1182,shangdang|hold|||;zheng|move|luoyang||
s13,opening,yarrow,1,2,1,1,0,1380,shangdang|hold|||;zheng|move|luoyang||
s13,opening,yarrow,2,2,1,1,0,1156,shangdang|hold|||;zheng|move|luoyang||
s13,opening,yarrow,3,2,1,1,0,1313,shangdang|hold|||;zheng|move|luoyang||
s13,opening,yarrow,4,2,1,1,0,1121,shangdang|hold|||;zheng|move|luoyang||
s13,opening,yarrow,5,2,1,1,0,1435,shangdang|hold|||;zheng|move|luoyang||
s13,opening,yarrow,6,2,1,1,0,1074,shangdang|hold|||;zheng|move|luoyang||
s13,opening,yarrow,7,2,1,1,0,1210,shangdang|hold|||;zheng|move|luoyang||
s14,midgame,control,0,2,1,0,1,867,shangdang|support|zheng|han|hold;zheng|hold|||
s14,midgame,control,1,2,1,0,1,1363,shangdang|support|zheng|han|hold;zheng|hold|||
s14,midgame,control,2,2,1,0,1,1326,shangdang|support|zheng|han|hold;zheng|hold|||
s14,midgame,control,3,2,1,0,1,1199,shangdang|support|zheng|han|hold;zheng|hold|||
s14,midgame,control,4,2,1,0,1,1137,shangdang|hold|||;zheng|support|shangdang|han|hold
s14,midgame,control,5,2,1,0,1,1180,shangdang|support|zheng|han|hold;zheng|hold|||
s14,midgame,control,6,2,1,0,1,1044,shangdang|support|zheng|han|hold;zheng|hold|||
s14,midgame,control,7,2,1,0,1,1101,shangdang|support|zheng|han|hold;zheng|hold|||
s14,midgame,tarot,0,2,1,0,1,1728,shangdang|support|zheng|han|hold;zheng|hold|||
s14,midgame,tarot,1,2,1,0,1,1480,shangdang|support|zheng|han|hold;zheng|hold|||
s14,midgame,tarot,2,2,1,0,1,1563,shangdang|support|zheng|han|hold;zheng|hold|||
s14,midgame,tarot,3,2,1,0,1,1587,shangdang|support|zheng|han|hold;zheng|hold|||
s14,midgame,tarot,4,2,1,0,1,1657,shangdang|support|zheng|han|hold;zheng|hold|||
s14,midgame,tarot,5,2,1,0,1,1546,shangdang|support|zheng|han|hold;zheng|hold|||
s14,midgame,tarot,6,2,1,0,1,1356,shangdang|support|zheng|han|hold;zheng|hold|||
s14,midgame,tarot,7,2,1,0,1,1233,shangdang|support|zheng|han|hold;zheng|hold|||
s14,midgame,yarrow,0,2,1,0,1,1766,shangdang|support|zheng|han|hold;zheng|hold|||
s14,midgame,yarrow,1,2,0,0,2,1665,shangdang|support|zheng|han|hold;zheng|support|shangdang|han|hold
s14,midgame,yarrow,2,2,1,0,1,1504,shangdang|support|zheng|han|hold;zheng|hold|||
s14,midgame,yarrow,3,2,2,0,0,1378,shangdang|hold|||;zheng|hold|||
s14,midgame,yarrow,4,2,1,0,1,1448,shangdang|support|zheng|han|hold;zheng|hold|||
s14,midgame,yarrow,5,2,1,0,1,1278,shangdang|support|zheng|han|hold;zheng|hold|||
s14,midgame,yarrow,6,2,1,0,1,1798,shangdang|support|zheng|han|hold;zheng|hold|||
s14,midgame,yarrow,7,2,1,0,1,1707,shangdang|support|zheng|han|hold;zheng|hold|||
s15,midgame,control,0,2,1,0,1,1122,shangcai|support|zheng|han|hold;zheng|hold|||
s15,midgame,control,1,2,1,0,1,962,shangcai|support|zheng|han|hold;zheng|hold|||
s15,midgame,control,2,2,1,0,1,1012,shangcai|support|zheng|han|hold;zheng|hold|||
s15,midgame,control,3,2,1,0,1,1129,shangcai|support|zheng|han|hold;zheng|hold|||
s15,midgame,control,4,2,2,0,0,920,shangcai|hold|||;zheng|hold|||
s15,midgame,control,5,2,1,0,1,1206,shangcai|support|zheng|han|hold;zheng|hold|||
s15,midgame,control,6,2,1,0,1,1109,shangcai|support|zheng|han|hold;zheng|hold|||
s15,midgame,control,7,2,1,0,1,1008,shangcai|support|zheng|han|hold;zheng|hold|||
s15,midgame,tarot,0,2,1,0,1,1793,shangcai|support|zheng|han|hold;zheng|hold|||
s15,midgame,tarot,1,2,1,0,1,1825,shangcai|support|zheng|han|hold;zheng|hold|||
s15,midgame,tarot,2,2,1,0,1,1591,shangcai|support|zheng|han|hold;zheng|hold|||
s15,midgame,tarot,3,2,1,0,1,1633,shangcai|support|zheng|han|hold;zheng|hold|||
s15,midgame,tarot,4,2,1,0,1,1856,shangcai|support|zheng|han|hold;zheng|hold|||
s15,midgame,tarot,5,2,1,1,0,1426,shangcai|hold|||;zheng|move|luoyang||
s15,midgame,tarot,6,2,1,0,1,1494,shangcai|support|zheng|han|hold;zheng|hold|||
s15,midgame,tarot,7,2,1,0,1,1496,shangcai|support|zheng|han|hold;zheng|hold|||
s15,midgame,yarrow,0,2,1,0,1,1364,shangcai|support|zheng|han|hold;zheng|hold|||
s15,midgame,yarrow,1,2,1,0,1,1108,shangcai|support|zheng|han|hold;zheng|hold|||
s15,midgame,yarrow,2,2,1,0,1,1860,shangcai|support|zheng|han|hold;zheng|hold|||
s15,midgame,yarrow,3,2,1,0,1,1447,shangcai|support|zheng|han|hold;zheng|hold|||
s15,midgame,yarrow,4,2,1,0,1,1434,shangcai|support|zheng|han|hold;zheng|hold|||
s15,midgame,yarrow,5,2,1,0,1,1394,shangcai|support|zheng|han|hold;zheng|hold|||
s15,midgame,yarrow,6,2,1,0,1,1487,shangcai|support|zheng|han|hold;zheng|hold|||
s15,midgame,yarrow,7,2,1,0,1,1441,shangcai|support|zheng|han|hold;zheng|hold|||
s16,midgame,control,0,2,0,1,1,1355,luoyang|move|zheng||;shangdang|support|zheng|han|move
s16,midgame,control,1,2,0,1,1,796,luoyang|support|zheng|han|move;shangdang|move|zheng||
s16,midgame,control,2,2,0,1,1,1513,luoyang|support|zheng|han|move;shangdang|move|zheng||
s16,midgame,control,3,2,0,1,1,1049,luoyang|support|zheng|han|move;shangdang|move|zheng||
s16,midgame,control,4,2,0,1,1,1032,luoyang|move|zheng||;shangdang|support|zheng|han|move
s16,midgame,control,5,2,0,1,1,1431,luoyang|support|zheng|han|move;shangdang|move|zheng||
s16,midgame,control,6,2,0,1,1,1700,luoyang|move|zheng||;shangdang|support|zheng|han|move
s16,midgame,control,7,2,0,1,1,739,luoyang|support|zheng|han|move;shangdang|move|zheng||
s16,midgame,tarot,0,2,2,0,0,1207,luoyang|hold|||;shangdang|hold|||
s16,midgame,tarot,1,2,1,0,1,2406,luoyang|hold|||;shangdang|support|luoyang|han|hold
s16,midgame,tarot,2,2,0,1,1,1667,luoyang|move|zheng||;shangdang|support|zheng|han|move
s16,midgame,tarot,3,2,2,0,0,1160,luoyang|hold|||;shangdang|hold|||
s16,midgame,tarot,4,2,0,1,1,1885,luoyang|move|zheng||;shangdang|support|zheng|han|move
s16,midgame,tarot,5,2,2,0,0,1703,luoyang|hold|||;shangdang|hold|||
s16,midgame,tarot,6,2,1,0,1,1291,luoyang|hold|||;shangdang|support|henei|wei|hold
s16,midgame,tarot,7,2,1,0,1,964,luoyang|hold|||;shangdang|support|henei|wei|hold
s16,midgame,yarrow,0,2,0,1,1,1408,luoyang|move|zheng||;shangdang|support|zheng|han|move
s16,midgame,yarrow,1,2,2,0,0,1551,luoyang|hold|||;shangdang|hold|||
s16,midgame,yarrow,2,2,2,0,0,1254,luoyang|hold|||;shangdang|hold|||
s16,midgame,yarrow,3,2,0,1,1,1320,luoyang|move|zheng||;shangdang|support|zheng|han|move
s16,midgame,yarrow,4,2,0,1,1,1647,luoyang|move|zheng||;shangdang|support|zheng|han|move
s16,midgame,yarrow,5,2,1,0,1,1047,luoyang|hold|||;shangdang|support|henei|wei|hold
s16,midgame,yarrow,6,2,0,1,1,1420,luoyang|move|zheng||;shangdang|support|zheng|han|move
s16,midgame,yarrow,7,2,1,0,1,1572,luoyang|hold|||;shangdang|support|luoyang|han|hold
s17,midgame,control,0,3,1,1,1,1510,luoyang|move|daliang||;shangdang|hold|||;zheng|support|daliang|han|move
s17,midgame,control,1,3,1,1,1,2075,luoyang|move|daliang||;shangdang|hold|||;zheng|support|daliang|han|move
s17,midgame,control,2,3,1,1,1,1484,luoyang|move|daliang||;shangdang|hold|||;zheng|support|daliang|han|move
s17,midgame,control,3,3,1,1,1,1247,luoyang|move|daliang||;shangdang|hold|||;zheng|support|daliang|han|move
s17,midgame,control,4,3,1,1,1,1375,luoyang|move|daliang||;shangdang|hold|||;zheng|support|daliang|han|move
s17,midgame,control,5,3,2,0,1,1283,luoyang|hold|||;shangdang|hold|||;zheng|support|shangdang|han|hold
s17,midgame,control,6,3,1,1,1,1087,luoyang|move|daliang||;shangdang|hold|||;zheng|support|daliang|han|move
s17,midgame,control,7,3,1,1,1,1167,luoyang|hold|||;shangdang|move|henei||;zheng|support|henei|han|move
s17,midgame,tarot,0,3,1,1,1,1635,luoyang|move|daliang||;shangdang|hold|||;zheng|support|daliang|han|move
s17,midgame,tarot,1,3,2,0,1,1085,luoyang|hold|||;shangdang|hold|||;zheng|support|shangdang|han|hold
s17,midgame,tarot,2,3,2,0,1,1906,luoyang|support|zheng|han|hold;shangdang|hold|||;zheng|hold|||
s17,midgame,tarot,3,3,2,0,1,1895,luoyang|hold|||;shangdang|support|zheng|han|hold;zheng|hold|||
s17,midgame,tarot,4,3,2,0,1,1574,luoyang|hold|||;shangdang|support|zheng|han|hold;zheng|hold|||
s17,midgame,tarot,5,3,2,0,1,1480,luoyang|support|zheng|han|hold;shangdang|hold|||;zheng|hold|||
s17,midgame,tarot,6,3,1,1,1,1511,luoyang|move|daliang||;shangdang|hold|||;zheng|support|daliang|han|move
s17,midgame,tarot,7,3,1,1,1,1267,luoyang|hold|||;shangdang|move|henei||;zheng|support|henei|han|move
s17,midgame,yarrow,0,3,1,1,1,1376,luoyang|move|daliang||;shangdang|hold|||;zheng|support|daliang|han|move
s17,midgame,yarrow,1,3,1,1,1,1617,luoyang|hold|||;shangdang|move|henei||;zheng|support|henei|han|move
s17,midgame,yarrow,2,3,1,1,1,1318,luoyang|move|daliang||;shangdang|hold|||;zheng|support|daliang|han|move
s17,midgame,yarrow,3,3,1,1,1,1311,luoyang|hold|||;shangdang|move|henei||;zheng|support|henei|han|move
s17,midgame,yarrow,4,3,1,1,1,1643,luoyang|move|daliang||;shangdang|hold|||;zheng|support|daliang|han|move
s17,midgame,yarrow,5,3,1,1,1,1541,luoyang|support|daliang|han|move;shangdang|hold|||;zheng|move|daliang||
s17,midgame,yarrow,6,3,1,1,1,1800,luoyang|move|daliang||;shangdang|hold|||;zheng|support|daliang|han|move
s17,midgame,yarrow,7,3,2,0,1,1583,luoyang|hold|||;shangdang|hold|||;zheng|support|shangdang|han|hold
s18,midgame,control,0,1,1,0,0,729,shangdang|hold|||
s18,midgame,control,1,1,1,0,0,674,shangdang|hold|||
s18,midgame,control,2,1,0,0,1,970,shangdang|support|henei|chu|hold
s18,midgame,control,3,1,1,0,0,701,shangdang|hold|||
s18,midgame,control,4,1,1,0,0,732,shangdang|hold|||
s18,midgame,control,5,1,0,0,1,863,shangdang|support|henei|zhao|move
s18,midgame,control,6,1,1,0,0,887,shangdang|hold|||
s18,midgame,control,7,1,1,0,0,879,shangdang|hold|||
s18,midgame,tarot,0,1,0,0,1,1463,shangdang|support|henei|chu|hold
s18,midgame,tarot,1,1,1,0,0,813,shangdang|hold|||
s18,midgame,tarot,2,1,1,0,0,1230,shangdang|hold|||
s18,midgame,tarot,3,1,1,0,0,1323,shangdang|hold|||
s18,midgame,tarot,4,1,1,0,0,1167,shangdang|hold|||
s18,midgame,tarot,5,1,1,0,0,1057,shangdang|hold|||
s18,midgame,tarot,6,1,1,0,0,1144,shangdang|hold|||
s18,midgame,tarot,7,1,0,1,0,1124,shangdang|move|handan||
s18,midgame,yarrow,0,1,0,1,0,869,shangdang|move|handan||
s18,midgame,yarrow,1,1,1,0,0,930,shangdang|hold|||
s18,midgame,yarrow,2,1,0,0,1,1267,shangdang|support|henei|chu|hold
s18,midgame,yarrow,3,1,1,0,0,1081,shangdang|hold|||
s18,midgame,yarrow,4,1,0,0,1,1047,shangdang|support|taiyuan|zhao|hold
s18,midgame,yarrow,5,1,1,0,0,1135,shangdang|hold|||
s18,midgame,yarrow,6,1,0,0,1,1103,shangdang|support|henei|chu|hold
s18,midgame,yarrow,7,1,1,0,0,1109,shangdang|hold|||
s19,midgame,control,0,2,1,0,1,1267,shangdang|hold|||;zheng|support|shangdang|han|hold
s19,midgame,control,1,2,1,0,1,1362,shangdang|support|zheng|han|hold;zheng|hold|||
s19,midgame,control,2,2,1,0,1,957,shangdang|hold|||;zheng|support|shangdang|han|hold
s19,midgame,control,3,2,1,0,1,806,shangdang|hold|||;zheng|support|shangdang|han|hold
s19,midgame,control,4,2,1,0,1,1226,shangdang|hold|||;zheng|support|shangdang|han|hold
s19,midgame,control,5,2,1,0,1,1229,shangdang|hold|||;zheng|support|shangdang|han|hold
s19,midgame,control,6,2,1,0,1,1195,shangdang|support|zheng|han|hold;zheng|hold|||
s19,midgame,control,7,2,1,0,1,1110,shangdang|support|zheng|han|hold;zheng|hold|||
s19,midgame,tarot,0,2,1,0,1,1750,shangdang|support|zheng|han|hold;zheng|hold|||
s19,midgame,tarot,1,2,1,0,1,1311,shangdang|hold|||;zheng|support|shangdang|han|hold
s19,midgame,tarot,2,2,1,0,1,1713,shangdang|hold|||;zheng|support|shangdang|han|hold
s19,midgame,tarot,3,2,0,1,1,1644,shangdang|move|henei||;zheng|support|henei|han|move
s19,midgame,tarot,4,2,1,0,1,1524,shangdang|hold|||;zheng|support|shangdang|han|hold
s19,midgame,tarot,5,2,1,0,1,1851,shangdang|hold|||;zheng|support|shangdang|han|hold
s19,midgame,tarot,6,2,1,1,0,1120,shangdang|move|henei||;zheng|hold|||
s19,midgame,tarot,7,2,0,1,1,1408,shangdang|move|henei||;zheng|support|henei|han|move
s19,midgame,yarrow,0,2,0,1,1,1759,shangdang|move|henei||;zheng|support|henei|han|move
s19,midgame,yarrow,1,2,1,0,1,1951,shangdang|hold|||;zheng|support|shangdang|han|hold
s19,midgame,yarrow,2,2,1,0,1,1375,shangdang|support|zheng|han|hold;zheng|hold|||
s19,midgame,yarrow,3,2,1,0,1,1324,shangdang|support|zheng|han|hold;zheng|hold|||
s19,midgame,yarrow,4,2,1,0,1,1805,shangdang|hold|||;zheng|support|shangdang|han|hold
s19,midgame,yarrow,5,2,1,0,1,1465,shangdang|support|zheng|han|hold;zheng|hold|||
s19,midgame,yarrow,6,2,1,0,1,1882,shangdang|hold|||;zheng|support|shangdang|han|hold
s19,midgame,yarrow,7,2,1,0,1,1514,shangdang|support|zheng|han|hold;zheng|hold|||
s20,midgame,control,0,1,0,1,0,908,zheng|move|shangcai||
s20,midgame,control,1,1,0,1,0,708,zheng|move|shangcai||
s20,midgame,control,2,1,0,1,0,762,zheng|move|shangcai||
s20,midgame,control,3,1,0,1,0,738,zheng|move|shangcai||
s20,midgame,control,4,1,0,1,0,931,zheng|move|shangcai||
s20,midgame,control,5,1,0,1,0,1047,zheng|move|shangcai||
s20,midgame,control,6,1,0,1,0,768,zheng|move|shangcai||
s20,midgame,control,7,1,0,1,0,811,zheng|move|shangcai||
s20,midgame,tarot,0,1,0,1,0,1317,zheng|move|shangcai||
s20,midgame,tarot,1,1,0,1,0,1027,zheng|move|shangcai||
s20,midgame,tarot,2,1,0,1,0,1236,zheng|move|luoyang||
s20,midgame,tarot,3,1,0,1,0,1372,zheng|move|shangcai||
s20,midgame,tarot,4,1,0,1,0,1456,zheng|move|shangcai||
s20,midgame,tarot,5,1,0,1,0,728,zheng|move|shangcai||
s20,midgame,tarot,6,1,0,1,0,1219,zheng|move|shangcai||
s20,midgame,tarot,7,1,0,1,0,1241,zheng|move|luoyang||
s20,midgame,yarrow,0,1,0,1,0,769,zheng|move|shangcai||
s20,midgame,yarrow,1,1,0,1,0,1199,zheng|move|luoyang||
s20,midgame,yarrow,2,1,0,1,0,1338,zheng|move|shangcai||
s20,midgame,yarrow,3,1,0,1,0,1388,zheng|move|luoyang||
s20,midgame,yarrow,4,1,0,1,0,1324,zheng|move|luoyang||
s20,midgame,yarrow,5,1,0,1,0,1132,zheng|move|shangcai||
s20,midgame,yarrow,6,1,0,1,0,1341,zheng|move|luoyang||
s20,midgame,yarrow,7,1,0,1,0,1014,zheng|move|shangcai||
s21,midgame,control,0,2,1,1,0,969,shangcai|hold|||;zheng|move|luoyang||
s21,midgame,control,1,2,1,1,0,860,shangcai|hold|||;zheng|move|luoyang||
s21,midgame,control,2,2,1,1,0,939,shangcai|hold|||;zheng|move|luoyang||
s21,midgame,control,3,2,1,1,0,1011,shangcai|hold|||;zheng|move|luoyang||
s21,midgame,control,4,2,1,1,0,936,shangcai|hold|||;zheng|move|luoyang||
s21,midgame,control,5,2,1,1,0,786,shangcai|hold|||;zheng|move|luoyang||
s21,midgame,control,6,2,1,1,0,1119,shangcai|hold|||;zheng|move|luoyang||
s21,midgame,control,7,2,1,1,0,861,shangcai|hold|||;zheng|move|luoyang||
s21,midgame,tarot,0,2,1,1,0,1032,shangcai|hold|||;zheng|move|luoyang||
s21,midgame,tarot,1,2,1,1,0,1338,shangcai|hold|||;zheng|move|luoyang||
s21,midgame,tarot,2,2,1,1,0,1485,shangcai|hold|||;zheng|move|luoyang||
s21,midgame,tarot,3,2,1,1,0,1388,shangcai|hold|||;zheng|move|luoyang||
s21,midgame,tarot,4,2,1,1,0,1394,shangcai|hold|||;zheng|move|luoyang||
s21,midgame,tarot,5,2,1,1,0,1171,shangcai|hold|||;zheng|move|luoyang||
s21,midgame,tarot,6,2,1,1,0,1143,shangcai|hold|||;zheng|move|luoyang||
s21,midgame,tarot,7,2,1,1,0,1190,shangcai|hold|||;zheng|move|luoyang||
s21,midgame,yarrow,0,2,1,1,0,1270,shangcai|hold|||;zheng|move|luoyang||
s21,midgame,yarrow,1,2,1,1,0,1548,shangcai|hold|||;zheng|move|luoyang||
s21,midgame,yarrow,2,2,1,1,0,1597,shangcai|hold|||;zheng|move|luoyang||
s21,midgame,yarrow,3,2,1,1,0,1457,shangcai|hold|||;zheng|move|luoyang||
s21,midgame,yarrow,4,2,1,1,0,1508,shangcai|hold|||;zheng|move|luoyang||
s21,midgame,yarrow,5,2,1,1,0,1311,shangcai|hold|||;zheng|move|luoyang||
s21,midgame,yarrow,6,2,1,1,0,1156,shangcai|hold|||;zheng|move|luoyang||
s21,midgame,yarrow,7,2,1,1,0,1475,shangcai|hold|||;zheng|move|luoyang||
s22,midgame,control,0,2,1,0,1,1563,shangdang|support|zheng|han|hold;zheng|hold|||
s22,midgame,control,1,2,1,0,1,934,shangdang|support|zheng|han|hold;zheng|hold|||
s22,midgame,control,2,2,1,0,1,916,shangdang|hold|||;zheng|support|shangdang|han|hold
s22,midgame,control,3,2,0,0,2,893,shangdang|support|zheng|han|hold;zheng|support|shangdang|han|hold
s22,midgame,control,4,2,1,0,1,1075,shangdang|support|zheng|han|hold;zheng|hold|||
s22,midgame,control,5,2,0,0,2,1020,shangdang|support|zheng|han|hold;zheng|support|shangdang|han|hold
s22,midgame,control,6,2,1,0,1,1164,shangdang|support|zheng|han|hold;zheng|hold|||
s22,midgame,control,7,2,1,0,1,1089,shangdang|support|zheng|han|hold;zheng|hold|||
s22,midgame,tarot,0,2,0,0,2,1520,shangdang|support|zheng|han|hold;zheng|support|shangdang|han|hold
s22,midgame,tarot,1,2,1,0,1,1448,shangdang|support|zheng|han|hold;zheng|hold|||
s22,midgame,tarot,2,2,1,0,1,1517,shangdang|support|zheng|han|hold;zheng|hold|||
s22,midgame,tarot,3,2,1,1,0,1621,shangdang|hold|||;zheng|move|luoyang||
s22,midgame,tarot,4,2,1,0,1,1534,shangdang|support|zheng|han|hold;zheng|hold|||
s22,midgame,tarot,5,2,1,0,1,1424,shangdang|support|zheng|han|hold;zheng|hold|||
s22,midgame,tarot,6,2,1,0,1,1329,shangdang|support|zheng|han|hold;zheng|hold|||
s22,midgame,tarot,7,2,1,0,1,1585,shangdang|hold|||;zheng|support|yewang|wei|hold
s22,midgame,yarrow,0,2,1,0,1,1550,shangdang|support|zheng|han|hold;zheng|hold|||
s22,midgame,yarrow,1,2,2,0,0,1492,shangdang|hold|||;zheng|hold|||
s22,midgame,yarrow,2,2,1,0,1,1625,shangdang|support|zheng|han|hold;zheng|hold|||
s22,midgame,yarrow,3,2,1,0,1,1519,shangdang|support|zheng|han|hold;zheng|hold|||
s22,midgame,yarrow,4,2,1,0,1,1484,shangdang|support|zheng|han|hold;zheng|hold|||
s22,midgame,yarrow,5,2,1,0,1,1554,shangdang|support|zheng|han|hold;zheng|hold|||
s22,midgame,yarrow,6,2,1,0,1,1607,shangdang|support|zheng|han|hold;zheng|hold|||
s22,midgame,yarrow,7,2,1,0,1,1662,shangdang|support|zheng|han|hold;zheng|hold|||
s23,midgame,control,0,2,1,0,1,1083,shangdang|support|zheng|han|hold;zheng|hold|||
s23,midgame,control,1,2,1,0,1,1256,shangdang|support|zheng|han|hold;zheng|hold|||
s23,midgame,control,2,2,1,0,1,821,shangdang|support|zheng|han|hold;zheng|hold|||
s23,midgame,control,3,2,1,0,1,1023,shangdang|support|zheng|han|hold;zheng|hold|||
s23,midgame,control,4,2,1,0,1,1113,shangdang|support|zheng|han|hold;zheng|hold|||
s23,midgame,control,5,2,1,0,1,1192,shangdang|support|zheng|han|hold;zheng|hold|||
s23,midgame,control,6,2,1,0,1,794,shangdang|support|zheng|han|hold;zheng|hold|||
s23,midgame,control,7,2,1,0,1,1244,shangdang|support|zheng|han|hold;zheng|hold|||
s23,midgame,tarot,0,2,1,0,1,1845,shangdang|support|zheng|han|hold;zheng|hold|||
s23,midgame,tarot,1,2,1,1,0,1456,shangdang|hold|||;zheng|move|yewang||
s23,midgame,tarot,2,2,1,0,1,1243,shangdang|support|zheng|han|hold;zheng|hold|||
s23,midgame,tarot,3,2,1,0,1,1565,shangdang|support|zheng|han|hold;zheng|hold|||
s23,midgame,tarot,4,2,1,1,0,1278,shangdang|hold|||;zheng|move|yewang||
s23,midgame,tarot,5,2,1,0,1,1710,shangdang|hold|||;zheng|support|yewang|wei|hold
s23,midgame,tarot,6,2,1,0,1,1472,shangdang|support|zheng|han|hold;zheng|hold|||
s23,midgame,tarot,7,2,1,0,1,1382,shangdang|support|zheng|han|hold;zheng|hold|||
s23,midgame,yarrow,0,2,1,0,1,1587,shangdang|support|zheng|han|hold;zheng|hold|||
s23,midgame,yarrow,1,2,1,0,1,1650,shangdang|support|zheng|han|hold;zheng|hold|||
s23,midgame,yarrow,2,2,1,0,1,1528,shangdang|support|zheng|han|hold;zheng|hold|||
s23,midgame,yarrow,3,2,1,0,1,1523,shangdang|support|zheng|han|hold;zheng|hold|||
s23,midgame,yarrow,4,2,1,0,1,1602,shangdang|support|zheng|han|hold;zheng|hold|||
s23,midgame,yarrow,5,2,1,0,1,1525,shangdang|support|zheng|han|hold;zheng|hold|||
s23,midgame,yarrow,6,2,1,0,1,1709,shangdang|support|zheng|han|hold;zheng|hold|||
s23,midgame,yarrow,7,2,1,0,1,1535,shangdang|support|zheng|han|hold;zheng|hold|||
s24,midgame,control,0,1,0,0,1,815,yewang|support|henei|wei|move
s24,midgame,control,1,1,1,0,0,579,yewang|hold|||
s24,midgame,control,2,1,0,0,1,1435,yewang|support|zheng|wei|hold
s24,midgame,control,3,1,1,0,0,984,yewang|hold|||
s24,midgame,control,4,1,0,0,1,818,yewang|support|henei|wei|move
s24,midgame,control,5,1,1,0,0,978,yewang|hold|||
s24,midgame,control,6,1,1,0,0,811,yewang|hold|||
s24,midgame,control,7,1,0,0,1,812,yewang|support|zheng|wei|hold
s24,midgame,tarot,0,1,0,0,1,1209,yewang|support|henei|wei|move
s24,midgame,tarot,1,1,0,0,1,1229,yewang|support|henei|wei|move
s24,midgame,tarot,2,1,0,1,0,1230,yewang|move|henei||
s24,midgame,tarot,3,1,1,0,0,1884,yewang|hold|||
s24,midgame,tarot,4,1,1,0,0,1257,yewang|hold|||
s24,midgame,tarot,5,1,1,0,0,1456,yewang|hold|||
s24,midgame,tarot,6,1,1,0,0,1328,yewang|hold|||
s24,midgame,tarot,7,1,1,0,0,1264,yewang|hold|||
s24,midgame,yarrow,0,1,1,0,0,920,yewang|hold|||
s24,midgame,yarrow,1,1,1,0,0,1093,yewang|hold|||
s24,midgame,yarrow,2,1,0,1,0,1244,yewang|move|henei||
s24,midgame,yarrow,3,1,1,0,0,1098,yewang|hold|||
s24,midgame,yarrow,4,1,1,0,0,1200,yewang|hold|||
s24,midgame,yarrow,5,1,1,0,0,1024,yewang|hold|||
s24,midgame,yarrow,6,1,1,0,0,1000,yewang|hold|||
s24,midgame,yarrow,7,1,1,0,0,1144,yewang|hold|||
s25,midgame,control,0,2,0,1,1,1117,shangdang|support|zheng|han|move;yewang|move|zheng||
s25,midgame,control,1,2,0,1,1,1234,shangdang|support|zheng|han|move;yewang|move|zheng||
